Topic,Characteristic,Note,Total,Men+,Women+,Total.1,Men+.1,Women+.1,Total.2,Men+.2,Women+.2,Total.3,Men+.3,Women+.3,Total.4,Men+.4,Women+.4,Total.5,Men+.5,Women+.5,Total.6,Men+.6,Women+.6,Total.7,Men+.7,Women+.7,Total.8,Men+.8,Women+.8,Total.9,Men+.9,Women+.9,Total.10,Men+.10,Women+.10,Total.11,Men+.11,Women+.11
Family characteristics,  Total - Persons not in census families in private households - 100% data,,190980.0,89975.0,101000.0,19.1,18.4,19.7,652310.0,305970.0,346345.0,23.6,22.9,24.3,137965.0,65355.0,72610.0,25.9,25.0,26.7,491830.0,248740.0,243090.0,28.5,29.2,27.9,196325.0,93590.0,102735.0,30.2,29.4,30.9,33985.0,15590.0,18395.0,38.7,37.3,39.9
Family characteristics,    Living alone,,116365.0,51045.0,65325.0,11.6,10.4,12.8,385765.0,172230.0,213540.0,14.0,12.9,15.0,110305.0,50095.0,60210.0,20.7,19.1,22.2,341350.0,165410.0,175935.0,19.8,19.4,20.2,119805.0,56365.0,63440.0,18.4,17.7,19.1,24100.0,10670.0,13430.0,27.4,25.5,29.2
Family characteristics,    Living with other relatives,7.0,25225.0,10585.0,14640.0,2.5,2.2,2.9,93005.0,36350.0,56655.0,3.4,2.7,4.0,8035.0,3705.0,4335.0,1.5,1.4,1.6,45070.0,20400.0,24670.0,2.6,2.4,2.8,19650.0,7505.0,12145.0,3.0,2.4,3.7,1530.0,705.0,830.0,1.7,1.7,1.8
Family characteristics,    Living with non-relatives only,,49385.0,28350.0,21035.0,4.9,5.8,4.1,173540.0,97395.0,76150.0,6.3,7.3,5.3,19625.0,11560.0,8065.0,3.7,4.4,3.0,105415.0,62925.0,42485.0,6.1,7.4,4.9,56870.0,29725.0,27150.0,8.7,9.4,8.2,8350.0,4215.0,4140.0,9.5,10.1,9.0
Household type,Total - Household type - 100% data,,407255.0,,,100.0,,,1160895.0,,,100.0,,,265710.0,,,100.0,,,816335.0,,,100.0,,,305335.0,,,100.0,,,49220.0,,,100.0,,
Household type,  One-census-family households without additional persons,,245945.0,,,60.4,,,608930.0,,,52.5,,,140370.0,,,52.8,,,394155.0,,,48.3,,,142375.0,,,46.6,,,19975.0,,,40.6,,
Household type,    Couple-family households,,210295.0,,,51.6,,,493770.0,,,42.5,,,120310.0,,,45.3,,,317105.0,,,38.8,,,122210.0,,,40.0,,,17160.0,,,34.9,,
Household type,      With children,6.0,110890.0,,,27.2,,,265950.0,,,22.9,,,49305.0,,,18.6,,,163645.0,,,20.0,,,53125.0,,,17.4,,,5135.0,,,10.4,,
Household type,      Without children,,99405.0,,,24.4,,,227825.0,,,19.6,,,71005.0,,,26.7,,,153460.0,,,18.8,,,69085.0,,,22.6,,,12025.0,,,24.4,,
Household type,    One-parent-family households,,35650.0,,,8.8,,,115160.0,,,9.9,,,20060.0,,,7.5,,,77045.0,,,9.4,,,20160.0,,,6.6,,,2815.0,,,5.7,,
Household type,  Multigenerational households,8.0,9915.0,,,2.4,,,40515.0,,,3.5,,,1310.0,,,0.5,,,11240.0,,,1.4,,,8260.0,,,2.7,,,365.0,,,0.7,,
Household type,  Multiple-census-family households,9.0,1870.0,,,0.5,,,9920.0,,,0.9,,,320.0,,,0.1,,,1730.0,,,0.2,,,2030.0,,,0.7,,,160.0,,,0.3,,
Household type,  One-census-family households with additional persons,9.0,10995.0,,,2.7,,,41030.0,,,3.5,,,2945.0,,,1.1,,,14975.0,,,1.8,,,9045.0,,,3.0,,,940.0,,,1.9,,
Household type,  Two-or-more-person non-census-family households ,,22155.0,,,5.4,,,74730.0,,,6.4,,,10455.0,,,3.9,,,52900.0,,,6.5,,,23825.0,,,7.8,,,3680.0,,,7.5,,
Household type,  One-person households,,116370.0,,,28.6,,,385765.0,,,33.2,,,110300.0,,,41.5,,,341345.0,,,41.8,,,119805.0,,,39.2,,,24100.0,,,49.0,,
Income of individuals in 2020,Total - Income statistics in 2020 for the population aged 15 years and over in private households - 100% data,10.0,834205.0,404450.0,429755.0,100.0,100.0,100.0,2377950.0,1139545.0,1238405.0,100.0,100.0,100.0,452670.0,220490.0,232180.0,100.0,100.0,100.0,1453280.0,713595.0,739685.0,100.0,100.0,100.0,580010.0,281450.0,298560.0,100.0,100.0,100.0,79470.0,37590.0,41880.0,100.0,100.0,100.0
Income of individuals in 2020,  Number of total income recipients aged 15 years and over in private households in 2020 - 100% data,,799200.0,386555.0,412640.0,95.8,95.6,96.0,2267990.0,1084035.0,1183950.0,95.4,95.1,95.6,445060.0,216755.0,228300.0,98.3,98.3,98.3,1396100.0,685155.0,710950.0,96.1,96.0,96.1,563730.0,273475.0,290250.0,97.2,97.2,97.2,78090.0,36880.0,41205.0,98.3,98.1,98.4
Income of individuals in 2020,    Median total income in 2020 among recipients ($),,50000.0,55600.0,45600.0,50000.0,55600.0,45600.0,39200.0,42000.0,37200.0,39200.0,42000.0,37200.0,44400.0,48800.0,40800.0,44400.0,48800.0,40800.0,36800.0,38800.0,35600.0,36800.0,38800.0,35600.0,42000.0,45600.0,39200.0,42000.0,45600.0,39200.0,43200.0,46400.0,41200.0,43200.0,46400.0,41200.0
Income of individuals in 2020,  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 100% data,,799650.0,386770.0,412875.0,95.9,95.6,96.1,2268960.0,1084545.0,1184415.0,95.4,95.2,95.6,445165.0,216815.0,228355.0,98.3,98.3,98.4,1396475.0,685330.0,711145.0,96.1,96.0,96.1,564040.0,273650.0,290390.0,97.2,97.2,97.3,78125.0,36900.0,41220.0,98.3,98.2,98.4
Income of individuals in 2020,    Median after-tax income in 2020 among recipients ($),,44000.0,48400.0,40800.0,44000.0,48400.0,40800.0,36000.0,38000.0,34400.0,36000.0,38000.0,34400.0,38800.0,42000.0,36000.0,38800.0,42000.0,36000.0,33200.0,34400.0,32400.0,33200.0,34400.0,32400.0,38000.0,40800.0,36000.0,38000.0,40800.0,36000.0,39200.0,41600.0,37600.0,39200.0,41600.0,37600.0
Income of individuals in 2020,  Number of market income recipients aged 15 years and over in private households in 2020 - 100% data,,728470.0,358275.0,370195.0,87.3,88.6,86.1,1971475.0,961465.0,1010015.0,82.9,84.4,81.6,412055.0,203490.0,208565.0,91.0,92.3,89.8,1227255.0,612060.0,615200.0,84.4,85.8,83.2,508185.0,247130.0,261055.0,87.6,87.8,87.4,71625.0,33820.0,37805.0,90.1,90.0,90.3
Income of individuals in 2020,    Median market income in 2020 among recipients ($),,46800.0,54000.0,40800.0,46800.0,54000.0,40800.0,35600.0,40400.0,31600.0,35600.0,40400.0,31600.0,37200.0,42800.0,31600.0,37200.0,42800.0,31600.0,30200.0,34000.0,26600.0,30200.0,34000.0,26600.0,38800.0,44800.0,34000.0,38800.0,44800.0,34000.0,38000.0,42800.0,33600.0,38000.0,42800.0,33600.0
Income of individuals in 2020,  Number of employment income recipients aged 15 years and over in private households in 2020 - 100% data,,592955.0,300705.0,292250.0,71.1,74.3,68.0,1628895.0,818820.0,810075.0,68.5,71.9,65.4,323940.0,167315.0,156625.0,71.6,75.9,67.5,1021705.0,527390.0,494315.0,70.3,73.9,66.8,415915.0,207825.0,208085.0,71.7,73.8,69.7,56910.0,27725.0,29185.0,71.6,73.8,69.7
Income of individuals in 2020,    Median employment income in 2020 among recipients ($),,47600.0,52400.0,42800.0,47600.0,52400.0,42800.0,38800.0,42800.0,34800.0,38800.0,42800.0,34800.0,39600.0,43200.0,36000.0,39600.0,43200.0,36000.0,32400.0,35200.0,29400.0,32400.0,35200.0,29400.0,41200.0,46400.0,36400.0,41200.0,46400.0,36400.0,38800.0,42800.0,35200.0,38800.0,42800.0,35200.0
Income of individuals in 2020,  Number of government transfers recipients aged 15 years and over in private households in 2020 - 100% data,,708155.0,336015.0,372140.0,84.9,83.1,86.6,2073950.0,980850.0,1093100.0,87.2,86.1,88.3,365185.0,168010.0,197180.0,80.7,76.2,84.9,1175325.0,551265.0,624060.0,80.9,77.3,84.4,454870.0,209135.0,245735.0,78.4,74.3,82.3,66235.0,29925.0,36310.0,83.3,79.6,86.7
Income of individuals in 2020,    Median government transfers in 2020 among recipients ($),,6650.0,4840.0,8300.0,6650.0,4840.0,8300.0,8500.0,6600.0,9900.0,8500.0,6600.0,9900.0,11000.0,9800.0,11900.0,11000.0,9800.0,11900.0,10700.0,9500.0,11900.0,10700.0,9500.0,11900.0,8200.0,7900.0,8500.0,8200.0,7900.0,8500.0,9600.0,9000.0,10100.0,9600.0,9000.0,10100.0
Income of individuals in 2020,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 100% data,,56350.0,24065.0,32285.0,6.8,6.0,7.5,215780.0,93240.0,122550.0,9.1,8.2,9.9,48690.0,25595.0,23090.0,10.8,11.6,9.9,157000.0,78185.0,78815.0,10.8,11.0,10.7,49505.0,22375.0,27125.0,8.5,7.9,9.1,6705.0,3075.0,3630.0,8.4,8.2,8.7
Income of individuals in 2020,    Median employment insurance benefits in 2020 among recipients ($),,5720.0,5480.0,6000.0,5720.0,5480.0,6000.0,5560.0,5520.0,5600.0,5560.0,5520.0,5600.0,5480.0,5440.0,5600.0,5480.0,5440.0,5600.0,5520.0,5480.0,5640.0,5520.0,5480.0,5640.0,5480.0,5480.0,5520.0,5480.0,5480.0,5520.0,5320.0,5240.0,5360.0,5320.0,5240.0,5360.0
Income of individuals in 2020,  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 100% data,,197900.0,96185.0,101715.0,23.7,23.8,23.7,751475.0,369900.0,381575.0,31.6,32.5,30.8,116995.0,61625.0,55370.0,25.8,27.9,23.8,472820.0,247320.0,225500.0,32.5,34.7,30.5,170155.0,82630.0,87525.0,29.3,29.4,29.3,22165.0,10370.0,11790.0,27.9,27.6,28.2
Income of individuals in 2020,    Median COVID-19 emergency and recovery benefits in 2020 among recipients ($),,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,10000.0,10000.0,10000.0,10000.0,10000.0,10000.0,7000.0,6000.0,7500.0,7000.0,6000.0,7500.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0,9500.0,9000.0,9500.0,9500.0,9000.0,9500.0,8000.0,8000.0,8000.0,8000.0,8000.0,8000.0
Income of individuals in 2020,Total - Income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data,11.0,834140.0,404315.0,429825.0,100.0,100.0,100.0,2377950.0,1139355.0,1238590.0,100.0,100.0,100.0,452690.0,220490.0,232205.0,100.0,100.0,100.0,1453295.0,713745.0,739550.0,100.0,100.0,100.0,580010.0,281355.0,298655.0,100.0,100.0,100.0,79470.0,37595.0,41880.0,100.0,100.0,100.0
Income of individuals in 2020,  Number of total income recipients aged 15 years and over in private households in 2020 - 25% sample data,,799175.0,386475.0,412700.0,95.8,95.6,96.0,2268720.0,1084315.0,1184405.0,95.4,95.2,95.6,445235.0,216885.0,228355.0,98.4,98.4,98.3,1396365.0,685790.0,710575.0,96.1,96.1,96.1,563600.0,273300.0,290295.0,97.2,97.1,97.2,78060.0,36985.0,41070.0,98.2,98.4,98.1
Income of individuals in 2020,    Average total income in 2020 among recipients ($),,64500.0,73000.0,56650.0,64500.0,73000.0,56650.0,62050.0,71900.0,53000.0,62050.0,71900.0,53000.0,52400.0,57900.0,47160.0,52400.0,57900.0,47160.0,50120.0,55450.0,45000.0,50120.0,55450.0,45000.0,62250.0,71700.0,53350.0,62250.0,71700.0,53350.0,54500.0,59600.0,49920.0,54500.0,59600.0,49920.0
Income of individuals in 2020,  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data,,799595.0,386675.0,412920.0,95.9,95.6,96.1,2269665.0,1084780.0,1184885.0,95.4,95.2,95.7,445345.0,216950.0,228390.0,98.4,98.4,98.4,1396760.0,685970.0,710790.0,96.1,96.1,96.1,563910.0,273480.0,290425.0,97.2,97.2,97.2,78075.0,37000.0,41080.0,98.2,98.4,98.1
Income of individuals in 2020,    Average after-tax income in 2020 among recipients ($),,52450.0,58100.0,47200.0,52450.0,58100.0,47200.0,49080.0,54800.0,43880.0,49080.0,54800.0,43880.0,43000.0,46520.0,39640.0,43000.0,46520.0,39640.0,40680.0,43560.0,37880.0,40680.0,43560.0,37880.0,50080.0,56050.0,44520.0,50080.0,56050.0,44520.0,46200.0,49760.0,43000.0,46200.0,49760.0,43000.0
Income of individuals in 2020,  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data,,728550.0,358535.0,370020.0,87.3,88.7,86.1,1972460.0,962230.0,1010235.0,82.9,84.5,81.6,412490.0,203670.0,208815.0,91.1,92.4,89.9,1226320.0,612170.0,614155.0,84.4,85.8,83.0,508140.0,246985.0,261155.0,87.6,87.8,87.4,71475.0,33860.0,37620.0,89.9,90.1,89.8
Income of individuals in 2020,    Average market income in 2020 among recipients ($),,61750.0,71000.0,52750.0,61750.0,71000.0,52750.0,60300.0,71400.0,49720.0,60300.0,71400.0,49720.0,46040.0,52600.0,39680.0,46040.0,52600.0,39680.0,45560.0,52350.0,38800.0,45560.0,52350.0,38800.0,60150.0,71200.0,49720.0,60150.0,71200.0,49720.0,49680.0,56150.0,43880.0,49680.0,56150.0,43880.0
Income of individuals in 2020,  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data,,592955.0,301070.0,291890.0,71.1,74.5,67.9,1628885.0,818905.0,809980.0,68.5,71.9,65.4,323975.0,167280.0,156695.0,71.6,75.9,67.5,1021715.0,527765.0,493950.0,70.3,73.9,66.8,415915.0,208040.0,207875.0,71.7,73.9,69.6,56910.0,27875.0,29035.0,71.6,74.1,69.3
Income of individuals in 2020,    Average employment income in 2020 among recipients ($),,60650.0,68000.0,53150.0,60650.0,68000.0,53150.0,60100.0,70100.0,50040.0,60100.0,70100.0,50040.0,46920.0,51300.0,42240.0,46920.0,51300.0,42240.0,46120.0,51700.0,40200.0,46120.0,51700.0,40200.0,58700.0,68400.0,48960.0,58700.0,68400.0,48960.0,48040.0,53350.0,43000.0,48040.0,53350.0,43000.0
Income of individuals in 2020,  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data,,708130.0,336085.0,372045.0,84.9,83.1,86.6,2074670.0,981145.0,1093525.0,87.2,86.1,88.3,365375.0,168420.0,196945.0,80.7,76.4,84.8,1174640.0,550810.0,623830.0,80.8,77.2,84.4,454215.0,208415.0,245800.0,78.3,74.1,82.3,66025.0,29970.0,36055.0,83.1,79.7,86.1
Income of individuals in 2020,    Average government transfers in 2020 among recipients ($),,9340.0,8240.0,10340.0,9340.0,8240.0,10340.0,10500.0,9390.0,11490.0,10500.0,9390.0,11490.0,11850.0,10960.0,12610.0,11850.0,10960.0,12610.0,12020.0,10830.0,13080.0,12020.0,10830.0,13080.0,9940.0,9620.0,10220.0,9940.0,9620.0,10220.0,10650.0,10100.0,11110.0,10650.0,10100.0,11110.0
Income of individuals in 2020,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data,,55125.0,23630.0,31500.0,6.6,5.8,7.3,214715.0,93140.0,121570.0,9.0,8.2,9.8,48545.0,25635.0,22905.0,10.7,11.6,9.9,156980.0,78065.0,78920.0,10.8,10.9,10.7,49585.0,22205.0,27380.0,8.5,7.9,9.2,6370.0,2905.0,3465.0,8.0,7.7,8.3
Income of individuals in 2020,    Average employment insurance benefits in 2020 among recipients ($),,6990.0,5815.0,7870.0,6990.0,5815.0,7870.0,6470.0,5970.0,6840.0,6470.0,5970.0,6840.0,6990.0,5880.0,8240.0,6990.0,5880.0,8240.0,6800.0,6070.0,7510.0,6800.0,6070.0,7510.0,6410.0,5835.0,6880.0,6410.0,5835.0,6880.0,6225.0,5895.0,6500.0,6225.0,5895.0,6500.0
Income of individuals in 2020,  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data,,196650.0,95610.0,101040.0,23.6,23.6,23.5,751260.0,370340.0,380925.0,31.6,32.5,30.8,116935.0,61865.0,55075.0,25.8,28.1,23.7,471875.0,247465.0,224410.0,32.5,34.7,30.3,169180.0,82150.0,87035.0,29.2,29.2,29.1,21920.0,10235.0,11680.0,27.6,27.2,27.9
Income of individuals in 2020,    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($),,9100.0,9140.0,9080.0,9100.0,9140.0,9080.0,10060.0,10090.0,10030.0,10060.0,10090.0,10030.0,7880.0,7720.0,8060.0,7880.0,7720.0,8060.0,9130.0,9180.0,9080.0,9130.0,9180.0,9080.0,9610.0,9600.0,9620.0,9610.0,9600.0,9620.0,9170.0,9080.0,9250.0,9170.0,9080.0,9250.0
Income of individuals in 2020,Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data,12.0,834140.0,404315.0,429820.0,100.0,100.0,100.0,2377945.0,1139355.0,1238590.0,100.0,100.0,100.0,452690.0,220490.0,232200.0,100.0,100.0,100.0,1453295.0,713750.0,739550.0,100.0,100.0,100.0,580010.0,281355.0,298660.0,100.0,100.0,100.0,79470.0,37590.0,41875.0,100.0,100.0,100.0
Income of individuals in 2020,  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data,13.0,313220.0,168925.0,144295.0,37.6,41.8,33.6,764215.0,409545.0,354675.0,32.1,35.9,28.6,161675.0,86040.0,75635.0,35.7,39.0,32.6,452020.0,244470.0,207545.0,31.1,34.3,28.1,192635.0,104825.0,87805.0,33.2,37.3,29.4,26355.0,13895.0,12455.0,33.2,37.0,29.7
Income of individuals in 2020,    Median employment income in 2020 for full-year full-time workers in 2020 ($),14.0,77500.0,83000.0,72500.0,77500.0,83000.0,72500.0,69500.0,74000.0,65500.0,69500.0,74000.0,65500.0,59600.0,64000.0,55200.0,59600.0,64000.0,55200.0,58400.0,61600.0,55200.0,58400.0,61600.0,55200.0,69500.0,74500.0,64500.0,69500.0,74500.0,64500.0,62400.0,64500.0,60400.0,62400.0,64500.0,60400.0
Income of individuals in 2020,    Average employment income in 2020 for full-year full-time workers in 2020 ($),15.0,90800.0,98400.0,82000.0,90800.0,98400.0,82000.0,95900.0,107900.0,82000.0,95900.0,107900.0,82000.0,68300.0,73600.0,62350.0,68300.0,73600.0,62350.0,74000.0,81500.0,65100.0,74000.0,81500.0,65100.0,90200.0,101400.0,76700.0,90200.0,101400.0,76700.0,71800.0,75300.0,67900.0,71800.0,75300.0,67900.0
Income of individuals in 2020,  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data,16.0,211910.0,98085.0,113830.0,25.4,24.3,26.5,628025.0,294775.0,333255.0,26.4,25.9,26.9,130435.0,63500.0,66935.0,28.8,28.8,28.8,450610.0,222280.0,228330.0,31.0,31.1,30.9,173660.0,79770.0,93895.0,29.9,28.4,31.4,24520.0,11200.0,13325.0,30.9,29.8,31.8
Income of individuals in 2020,    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($),,17000.0,17600.0,16400.0,17000.0,17600.0,16400.0,17200.0,18200.0,16400.0,17200.0,18200.0,16400.0,18800.0,20600.0,17200.0,18800.0,20600.0,17200.0,16400.0,17400.0,15600.0,16400.0,17400.0,15600.0,20200.0,21800.0,19000.0,20200.0,21800.0,19000.0,19800.0,21800.0,18400.0,19800.0,21800.0,18400.0
Income of individuals in 2020,    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($),,29480.0,32400.0,26960.0,29480.0,32400.0,26960.0,31080.0,35560.0,27160.0,31080.0,35560.0,27160.0,28280.0,31240.0,25520.0,28280.0,31240.0,25520.0,26120.0,28320.0,24020.0,26120.0,28320.0,24020.0,33400.0,37080.0,30280.0,33400.0,37080.0,30280.0,28560.0,31440.0,26160.0,28560.0,31440.0,26160.0
Income of individuals in 2020,Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data,17.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
Income of individuals in 2020,  Market income (%),18.0,87.2,90.2,83.6,87.2,90.2,83.6,84.6,88.2,80.0,84.6,88.2,80.0,81.4,85.2,77.0,81.4,85.2,77.0,79.8,84.4,74.4,79.8,84.4,74.4,87.2,89.8,83.8,87.2,89.8,83.8,83.4,86.2,80.4,83.4,86.2,80.4
Income of individuals in 2020,    Employment income (%),19.0,69.8,72.6,66.4,69.8,72.6,66.4,69.6,73.6,64.6,69.6,73.6,64.6,65.2,68.4,61.4,65.2,68.4,61.4,67.4,71.8,62.1,67.4,71.8,62.1,69.6,72.6,65.6,69.6,72.6,65.6,64.2,67.4,60.9,64.2,67.4,60.9
Income of individuals in 2020,  Government transfers (%),20.0,12.8,9.8,16.4,12.8,9.8,16.4,15.5,11.8,20.0,15.5,11.8,20.0,18.6,14.7,23.0,18.6,14.7,23.0,20.2,15.7,25.5,20.2,15.7,25.5,12.9,10.2,16.2,12.9,10.2,16.2,16.5,13.7,19.6,16.5,13.7,19.6
Income of individuals in 2020,    Employment insurance benefits (%),,0.8,0.5,1.1,0.8,0.5,1.1,1.0,0.7,1.3,1.0,0.7,1.3,1.5,1.2,1.8,1.5,1.2,1.8,1.5,1.3,1.9,1.5,1.3,1.9,0.9,0.7,1.2,0.9,0.7,1.2,0.9,0.8,1.1,0.9,0.8,1.1
Income of individuals in 2020,    COVID-19 - Government income support and benefits (%),,4.0,3.4,4.7,4.0,3.4,4.7,5.9,5.1,6.9,5.9,5.1,6.9,4.6,4.3,5.0,4.6,4.3,5.0,6.9,6.5,7.4,6.9,6.5,7.4,5.6,4.7,6.6,5.6,4.7,6.6,5.8,5.1,6.5,5.8,5.1,6.5
Income of individuals in 2020,      COVID-19 - Emergency and recovery benefits (%),,3.5,3.1,3.9,3.5,3.1,3.9,5.4,4.8,6.1,5.4,4.8,6.1,4.0,3.8,4.1,4.0,3.8,4.1,6.2,6.0,6.4,6.2,6.0,6.4,4.6,4.0,5.4,4.6,4.0,5.4,4.7,4.2,5.3,4.7,4.2,5.3
Income of individuals in 2020,Total - Total income groups in 2020 for the population aged 15 years and over in private households - 100% data,21.0,834205.0,404455.0,429750.0,100.0,100.0,100.0,2377950.0,1139540.0,1238410.0,100.0,100.0,100.0,452670.0,220495.0,232180.0,100.0,100.0,100.0,1453280.0,713595.0,739680.0,100.0,100.0,100.0,580010.0,281455.0,298560.0,100.0,100.0,100.0,79470.0,37595.0,41875.0,100.0,100.0,100.0
Income of individuals in 2020,  Without total income,,35010.0,17895.0,17110.0,4.2,4.4,4.0,109960.0,55505.0,54450.0,4.6,4.9,4.4,7610.0,3730.0,3880.0,1.7,1.7,1.7,57180.0,28440.0,28735.0,3.9,4.0,3.9,16285.0,7975.0,8305.0,2.8,2.8,2.8,1380.0,710.0,670.0,1.7,1.9,1.6
Income of individuals in 2020,  With total income,,799195.0,386555.0,412645.0,95.8,95.6,96.0,2267990.0,1084035.0,1183955.0,95.4,95.1,95.6,445060.0,216760.0,228305.0,98.3,98.3,98.3,1396100.0,685155.0,710945.0,96.1,96.0,96.1,563730.0,273475.0,290255.0,97.2,97.2,97.2,78090.0,36880.0,41210.0,98.3,98.1,98.4
Income of individuals in 2020,"    Under $10,000 (including loss)",,64735.0,28505.0,36225.0,8.1,7.4,8.8,211890.0,95345.0,116545.0,9.3,8.8,9.8,23705.0,10650.0,13055.0,5.3,4.9,5.7,120165.0,57640.0,62520.0,8.6,8.4,8.8,55370.0,25295.0,30075.0,9.8,9.2,10.4,4990.0,2300.0,2690.0,6.4,6.2,6.5
Income of individuals in 2020,"    $10,000 to $19,999",,81905.0,35885.0,46020.0,10.2,9.3,11.2,278135.0,128640.0,149490.0,12.3,11.9,12.6,46100.0,18635.0,27460.0,10.4,8.6,12.0,179185.0,83775.0,95410.0,12.8,12.2,13.4,61180.0,28340.0,32835.0,10.9,10.4,11.3,7390.0,3305.0,4090.0,9.5,9.0,9.9
Income of individuals in 2020,"    $20,000 to $29,999",,99655.0,44000.0,55660.0,12.5,11.4,13.5,383760.0,173415.0,210345.0,16.9,16.0,17.8,66355.0,27890.0,38470.0,14.9,12.9,16.9,259695.0,119565.0,140135.0,18.6,17.5,19.7,86405.0,38360.0,48045.0,15.3,14.0,16.6,12385.0,5150.0,7240.0,15.9,14.0,17.6
Income of individuals in 2020,"    $30,000 to $39,999",,82070.0,36275.0,45795.0,10.3,9.4,11.1,278910.0,123895.0,155015.0,12.3,11.4,13.1,59785.0,26835.0,32955.0,13.4,12.4,14.4,194585.0,93585.0,101000.0,13.9,13.7,14.2,67875.0,30530.0,37345.0,12.0,11.2,12.9,10875.0,4830.0,6045.0,13.9,13.1,14.7
Income of individuals in 2020,"    $40,000 to $49,999",,72320.0,32145.0,40180.0,9.0,8.3,9.7,221305.0,99630.0,121675.0,9.8,9.2,10.3,59880.0,28020.0,31865.0,13.5,12.9,14.0,163390.0,78450.0,84940.0,11.7,11.4,11.9,55555.0,25140.0,30420.0,9.9,9.2,10.5,9705.0,4485.0,5215.0,12.4,12.2,12.7
Income of individuals in 2020,"    $50,000 to $59,999",,65745.0,29095.0,36650.0,8.2,7.5,8.9,177155.0,80720.0,96430.0,7.8,7.4,8.1,51390.0,25275.0,26120.0,11.5,11.7,11.4,123115.0,58355.0,64755.0,8.8,8.5,9.1,46055.0,20965.0,25095.0,8.2,7.7,8.6,7930.0,3590.0,4340.0,10.2,9.7,10.5
Income of individuals in 2020,"    $60,000 to $69,999",,60485.0,27925.0,32560.0,7.6,7.2,7.9,138600.0,65425.0,73180.0,6.1,6.0,6.2,38075.0,20515.0,17555.0,8.6,9.5,7.7,88460.0,43350.0,45110.0,6.3,6.3,6.3,37150.0,18060.0,19085.0,6.6,6.6,6.6,6090.0,2925.0,3160.0,7.8,7.9,7.7
Income of individuals in 2020,"    $70,000 to $79,999",,51755.0,25620.0,26135.0,6.5,6.6,6.3,111165.0,54305.0,56865.0,4.9,5.0,4.8,27565.0,15650.0,11910.0,6.2,7.2,5.2,64815.0,33230.0,31590.0,4.6,4.8,4.4,30195.0,15230.0,14965.0,5.4,5.6,5.2,4760.0,2415.0,2345.0,6.1,6.5,5.7
Income of individuals in 2020,"    $80,000 to $89,999",,44255.0,23120.0,21140.0,5.5,6.0,5.1,90210.0,47155.0,43055.0,4.0,4.3,3.6,21495.0,12020.0,9475.0,4.8,5.5,4.2,50645.0,26325.0,24320.0,3.6,3.8,3.4,24045.0,12365.0,11675.0,4.3,4.5,4.0,3530.0,1865.0,1660.0,4.5,5.1,4.0
Income of individuals in 2020,"    $90,000 to $99,999",,36745.0,19310.0,17430.0,4.6,5.0,4.2,73405.0,38500.0,34900.0,3.2,3.6,2.9,15195.0,8470.0,6725.0,3.4,3.9,2.9,36060.0,19280.0,16785.0,2.6,2.8,2.4,19545.0,10140.0,9405.0,3.5,3.7,3.2,2690.0,1390.0,1300.0,3.4,3.8,3.2
Income of individuals in 2020,"    $100,000 and over",,139520.0,84675.0,54845.0,17.5,21.9,13.3,303450.0,176995.0,126450.0,13.4,16.3,10.7,35515.0,22795.0,12720.0,8.0,10.5,5.6,115980.0,71595.0,44385.0,8.3,10.4,6.2,80345.0,49040.0,31310.0,14.3,17.9,10.8,7740.0,4610.0,3125.0,9.9,12.5,7.6
Income of individuals in 2020,"      $100,000 to $149,999",,96335.0,55110.0,41225.0,12.1,14.3,10.0,174940.0,95315.0,79625.0,7.7,8.8,6.7,25730.0,15985.0,9745.0,5.8,7.4,4.3,74835.0,44155.0,30680.0,5.4,6.4,4.3,46155.0,26435.0,19725.0,8.2,9.7,6.8,5260.0,2970.0,2285.0,6.7,8.1,5.5
